image_id,image_path,group,subgroup,event_name,image_caption,image_tags
img_00312,D:\Personal\PHOTOS\College\Festivals\IMG-20241101-WA0121.jpg,College,festivals,no_event,a man sitting on the ground while holding a cell phone,"man sitting, sitting ground, cell phone, ground holding, phone"
img_00313,D:\Personal\PHOTOS\College\Festivals\IMG-20241101-WA0123.jpg,College,festivals,no_event,a man and a woman with glasses in a room,"glasses room, woman glasses, glasses, room, man woman"
img_00314,D:\Personal\PHOTOS\College\Festivals\IMG-20241101-WA0125.jpg,College,festivals,no_event,a man and a woman standing next to each other,"man woman, woman standing, standing, woman, man"
img_00315,D:\Personal\PHOTOS\College\Festivals\IMG-20241101-WA0127.jpg,College,festivals,no_event,a man with glasses and a beard is looking at the camera,"glasses beard, beard looking, man glasses, looking camera, camera"
img_00316,D:\Personal\PHOTOS\College\Festivals\IMG-20241101-WA0129.jpg,College,festivals,no_event,two people standing next to each other in a hallway,"standing hallway, people standing, hallway, standing, people"
img_00317,D:\Personal\PHOTOS\College\Festivals\IMG-20241101-WA0131.jpg,College,festivals,no_event,a man and a woman standing next to each other,"man woman, woman standing, standing, woman, man"
img_00318,D:\Personal\PHOTOS\College\Festivals\IMG-20241101-WA0133.jpg,College,festivals,no_event,a man and a woman standing next to each other,"man woman, woman standing, standing, woman, man"
img_00319,D:\Personal\PHOTOS\College\Festivals\IMG-20241101-WA0135.jpg,College,festivals,no_event,a man and a woman standing next to each other,"man woman, woman standing, standing, woman, man"
img_00320,D:\Personal\PHOTOS\College\Festivals\IMG-20241101-WA0137.jpg,College,festivals,no_event,two men standing next to each other in front of a wall,"men standing, standing wall, wall, standing, men"
img_00321,D:\Personal\PHOTOS\College\Festivals\IMG-20241101-WA0139.jpg,College,festivals,no_event,two men standing next to each other in front of a wall,"men standing, standing wall, wall, standing, men"
img_00322,D:\Personal\PHOTOS\College\Festivals\IMG-20241101-WA0141.jpg,College,festivals,no_event,a man wearing glasses and a black shirt,"glasses black, wearing glasses, man wearing, glasses, black shirt"
img_00323,D:\Personal\PHOTOS\College\Festivals\IMG-20241101-WA0143.jpg,College,festivals,no_event,a man and a woman posing for a picture,"posing picture, posing, woman posing, man woman, picture"
img_00324,D:\Personal\PHOTOS\College\Festivals\IMG-20241101-WA0145.jpg,College,festivals,no_event,a man and a woman posing for a picture,"posing picture, posing, woman posing, man woman, picture"
img_00325,D:\Personal\PHOTOS\College\Festivals\IMG-20241101-WA0147.jpg,College,festivals,no_event,a man and a woman posing for a picture,"posing picture, posing, woman posing, man woman, picture"
img_00326,D:\Personal\PHOTOS\College\Festivals\IMG-20241101-WA0150.jpg,College,festivals,no_event,a man with a beard and a tie,"beard tie, man beard, beard, tie, man"
img_00327,D:\Personal\PHOTOS\College\Festivals\IMG-20241101-WA0152.jpg,College,festivals,no_event,two men standing next to each other in front of a wall,"men standing, standing wall, wall, standing, men"
img_00328,D:\Personal\PHOTOS\College\Festivals\IMG-20241101-WA0154.jpg,College,festivals,no_event,two men standing next to each other in front of a wall,"men standing, standing wall, wall, standing, men"
img_00329,D:\Personal\PHOTOS\College\Festivals\IMG-20241101-WA0156.jpg,College,festivals,no_event,two men standing next to each other in front of a wall,"men standing, standing wall, wall, standing, men"
img_00330,D:\Personal\PHOTOS\College\Festivals\IMG-20241101-WA0158.jpg,College,festivals,no_event,a man and a woman standing next to each other,"man woman, woman standing, standing, woman, man"
img_00331,D:\Personal\PHOTOS\College\Festivals\IMG-20241101-WA0160.jpg,College,festivals,no_event,a man and a woman standing next to each other,"man woman, woman standing, standing, woman, man"
img_00332,D:\Personal\PHOTOS\College\Festivals\IMG-20241101-WA0162.jpg,College,festivals,no_event,a man and a woman standing next to each other,"man woman, woman standing, standing, woman, man"
img_00333,D:\Personal\PHOTOS\College\Festivals\IMG-20241101-WA0164.jpg,College,festivals,no_event,a man and a woman standing next to each other,"man woman, woman standing, standing, woman, man"
img_00334,D:\Personal\PHOTOS\College\Festivals\IMG-20241101-WA0166.jpg,College,festivals,no_event,a man and a woman standing next to each other,"man woman, woman standing, standing, woman, man"
img_00335,D:\Personal\PHOTOS\College\Festivals\IMG-20241101-WA0168.jpg,College,festivals,no_event,a man and a woman posing for a picture,"posing picture, posing, woman posing, man woman, picture"
img_00336,D:\Personal\PHOTOS\College\Festivals\IMG-20241101-WA0170.jpg,College,festivals,no_event,a man in glasses and a woman in a black shirt,"man glasses, glasses woman, glasses, black shirt, woman black"
img_00337,D:\Personal\PHOTOS\College\Festivals\IMG-20241101-WA0172.jpg,College,festivals,no_event,two men standing next to each other in a room,"men standing, standing room, standing, room, men"
img_00338,D:\Personal\PHOTOS\College\Festivals\IMG-20241101-WA0174.jpg,College,festivals,no_event,a man standing in front of a wall with a sign,"wall sign, man standing, standing wall, sign, standing"
img_00339,D:\Personal\PHOTOS\College\Festivals\IMG-20241101-WA0176.jpg,College,festivals,no_event,a man sitting next to a woman on a wall,"woman wall, sitting woman, man sitting, wall, sitting"
img_00340,D:\Personal\PHOTOS\College\Festivals\IMG-20241101-WA0178.jpg,College,festivals,no_event,a man and a woman standing next to each other,"man woman, woman standing, standing, woman, man"
img_00341,D:\Personal\PHOTOS\College\Festivals\IMG-20241101-WA0180.jpg,College,festivals,no_event,a man and a woman standing next to each other,"man woman, woman standing, standing, woman, man"
img_00342,D:\Personal\PHOTOS\College\Festivals\IMG-20241101-WA0182.jpg,College,festivals,no_event,a man and a woman standing next to each other,"man woman, woman standing, standing, woman, man"
img_00343,D:\Personal\PHOTOS\College\Festivals\IMG-20241101-WA0184.jpg,College,festivals,no_event,a man and a woman standing next to each other,"man woman, woman standing, standing, woman, man"
img_00344,D:\Personal\PHOTOS\College\Festivals\IMG-20241101-WA0186.jpg,College,festivals,no_event,a man and a woman standing next to each other,"man woman, woman standing, standing, woman, man"
img_00345,D:\Personal\PHOTOS\College\Festivals\IMG-20241101-WA0188.jpg,College,festivals,no_event,two men standing next to each other in front of a wall,"men standing, standing wall, wall, standing, men"
img_00346,D:\Personal\PHOTOS\College\Festivals\IMG-20241101-WA0190.jpg,College,festivals,no_event,a man and a woman standing next to each other,"man woman, woman standing, standing, woman, man"
img_00347,D:\Personal\PHOTOS\College\Festivals\DEWALI 2025\IMG-20251020-WA0001.jpg,College,festivals,dewali 2025,a table with a bunch of stuffed animals on it,"stuffed animals, table bunch, bunch stuffed, stuffed, table"
img_00348,D:\Personal\PHOTOS\College\Festivals\DEWALI 2025\IMG-20251020-WA0002.jpg,College,festivals,dewali 2025,a birthday cake with candles and candles on a table,"birthday cake, cake candles, candles table, candles candles, candles"
img_00349,D:\Personal\PHOTOS\College\Festivals\DEWALI 2025\IMG-20251020-WA0003.jpg,College,festivals,dewali 2025,a red and white checkered floor with a red and white chec,"checkered floor, floor red, white checkered, white chec, floor"
img_00350,D:\Personal\PHOTOS\College\Festivals\DEWALI 2025\IMG-20251020-WA0004.jpg,College,festivals,dewali 2025,a cake on a table with candles on it,"table candles, cake table, candles, cake, table"
img_00351,D:\Personal\PHOTOS\College\Festivals\DEWALI 2025\IMG-20251020-WA0005.jpg,College,festivals,dewali 2025,a table topped with plates of food and a candle,"food candle, table topped, plates food, topped plates, candle"
img_00352,D:\Personal\PHOTOS\College\Festivals\DEWALI 2025\IMG-20251020-WA0006.jpg,College,festivals,dewali 2025,a cake sitting on top of a table next to a candle,"cake sitting, table candle, candle, cake, sitting table"
img_00353,D:\Personal\PHOTOS\College\Festivals\DEWALI 2025\IMG-20251020-WA0007.jpg,College,festivals,dewali 2025,a cake on a table with candles on it,"table candles, cake table, candles, cake, table"
img_00354,D:\Personal\PHOTOS\College\Festivals\DEWALI 2025\IMG-20251021-WA0277.jpg,College,festivals,dewali 2025,two men standing next to each other in a room,"men standing, standing room, standing, room, men"
img_00355,D:\Personal\PHOTOS\College\Festivals\DEWALI 2025\IMG-20251021-WA0280.jpg,College,festivals,dewali 2025,two men and a woman posing for a picture,"posing picture, posing, woman posing, men woman, men"
img_00356,D:\Personal\PHOTOS\College\Festivals\DEWALI 2025\IMG-20251021-WA0282.jpg,College,festivals,dewali 2025,two men standing next to each other in a room,"men standing, standing room, standing, room, men"
img_00357,D:\Personal\PHOTOS\College\Festivals\DEWALI 2025\IMG-20251021-WA0283.jpg,College,festivals,dewali 2025,a woman is talking on a cell phone in a building,"woman talking, phone building, cell phone, talking cell, woman"
img_00358,D:\Personal\PHOTOS\College\Festivals\DEWALI 2025\IMG-20251021-WA0290.jpg,College,festivals,dewali 2025,a man standing next to a fence with a cell phone,"standing fence, man standing, fence cell, fence, cell phone"
img_00359,D:\Personal\PHOTOS\College\Festivals\DEWALI 2025\IMG-20251021-WA0297.jpg,College,festivals,dewali 2025,a man standing in front of a wall with a sign,"wall sign, man standing, standing wall, sign, standing"
img_00360,D:\Personal\PHOTOS\College\Festivals\DEWALI 2025\IMG-20251021-WA0302.jpg,College,festivals,dewali 2025,a man in a green shirt standing in front of a building,"standing building, shirt standing, man green, green shirt, standing"
img_00361,D:\Personal\PHOTOS\College\Festivals\DEWALI 2025\IMG-20251021-WA0303.jpg,College,festivals,dewali 2025,two men standing next to each other in a room,"men standing, standing room, standing, room, men"
img_00362,D:\Personal\PHOTOS\College\Festivals\DEWALI 2025\IMG-20251021-WA0304.jpg,College,festivals,dewali 2025,a man standing next to a woman holding a frisbee,"holding frisbee, frisbee, man standing, standing woman, standing"
img_00363,D:\Personal\PHOTOS\College\Festivals\DEWALI 2025\IMG-20251021-WA0305.jpg,College,festivals,dewali 2025,a man standing in front of a fire hydrant,"man standing, standing hydrant, hydrant, standing, man"
img_00364,D:\Personal\PHOTOS\College\Festivals\DEWALI 2025\IMG-20251021-WA0306.jpg,College,festivals,dewali 2025,a man and a woman standing next to each other,"man woman, woman standing, standing, woman, man"
img_00365,D:\Personal\PHOTOS\College\Festivals\DEWALI 2025\IMG-20251021-WA0307.jpg,College,festivals,dewali 2025,two men standing next to each other holding a frisbee,"holding frisbee, men standing, frisbee, standing holding, standing"
img_00366,D:\Personal\PHOTOS\College\Festivals\DEWALI 2025\IMG-20251021-WA0308.jpg,College,festivals,dewali 2025,two men standing next to each other in front of a christmas tree,"standing christmas, christmas tree, men standing, tree, christmas"
img_00367,D:\Personal\PHOTOS\College\Festivals\DEWALI 2025\IMG-20251021-WA0310.jpg,College,festivals,dewali 2025,men standing next to each other holding a baseball bat,"men standing, holding baseball, baseball bat, standing holding, bat"
img_00368,D:\Personal\PHOTOS\College\Festivals\DEWALI 2025\IMG-20251021-WA0312.jpg,College,festivals,dewali 2025,a young man standing in front of a door,"standing door, door, man standing, young man, young"
img_00369,D:\Personal\PHOTOS\College\Festivals\DEWALI 2025\IMG-20251021-WA0316.jpg,College,festivals,dewali 2025,a man standing in front of a green wall,"green wall, standing green, man standing, wall, standing"
img_00370,D:\Personal\PHOTOS\College\Festivals\DEWALI 2025\IMG-20251021-WA0317.jpg,College,festivals,dewali 2025,two men standing next to each other in front of a wall,"men standing, standing wall, wall, standing, men"
img_00371,D:\Personal\PHOTOS\College\Festivals\DEWALI 2025\IMG-20251021-WA0318.jpg,College,festivals,dewali 2025,two men standing next to each other in front of a building,"men standing, standing building, standing, men, building"
img_00372,D:\Personal\PHOTOS\College\Festivals\DEWALI 2025\IMG-20251021-WA0319.jpg,College,festivals,dewali 2025,a man and a woman standing next to each other,"man woman, woman standing, standing, woman, man"
img_00373,D:\Personal\PHOTOS\College\Festivals\DEWALI 2025\IMG-20251021-WA0320.jpg,College,festivals,dewali 2025,a man and a woman standing in front of a wall,"standing wall, wall, man woman, woman standing, standing"
img_00374,D:\Personal\PHOTOS\College\Festivals\DEWALI 2025\IMG-20251021-WA0321.jpg,College,festivals,dewali 2025,men standing next to each other,"men standing, men, standing"
img_00375,D:\Personal\PHOTOS\College\Festivals\DEWALI 2025\IMG-20251021-WA0323.jpg,College,festivals,dewali 2025,a man standing in front of a building holding a cell phone,"man standing, standing building, cell phone, holding cell, building holding"
img_00376,D:\Personal\PHOTOS\College\Festivals\DEWALI 2025\IMG-20251021-WA0325.jpg,College,festivals,dewali 2025,a man standing in front of a wall with graffiti on it,"wall graffiti, standing wall, man standing, graffiti, wall"
img_00377,D:\Personal\PHOTOS\College\Festivals\DEWALI 2025\IMG-20251021-WA0326.jpg,College,festivals,dewali 2025,a man standing in front of a wall holding a toilet,"holding toilet, man standing, standing wall, toilet, wall holding"
img_00378,D:\Personal\PHOTOS\College\Festivals\DEWALI 2025\IMG-20251021-WA0327.jpg,College,festivals,dewali 2025,a man standing in a park with a cell phone,"standing park, park cell, park, man standing, cell phone"
img_00379,D:\Personal\PHOTOS\College\Festivals\DEWALI 2025\IMG-20251021-WA0328.jpg,College,festivals,dewali 2025,a man standing in the middle of a parking lot,"middle parking, parking lot, man standing, standing middle, parking"
img_00380,D:\Personal\PHOTOS\College\Festivals\DEWALI 2025\IMG-20251021-WA0329.jpg,College,festivals,dewali 2025,a man and woman standing next to each other,"man woman, woman standing, standing, woman, man"
img_00381,D:\Personal\PHOTOS\College\Festivals\DEWALI 2025\IMG-20251021-WA0330.jpg,College,festivals,dewali 2025,two men standing next to each other in front of a flower pot,"men standing, flower pot, standing flower, pot, standing"
img_00382,D:\Personal\PHOTOS\College\Festivals\DEWALI 2025\IMG-20251021-WA0331.jpg,College,festivals,dewali 2025,two men standing next to each other in front of a building,"men standing, standing building, standing, men, building"
img_00383,D:\Personal\PHOTOS\College\Festivals\DEWALI 2025\IMG-20251021-WA0332.jpg,College,festivals,dewali 2025,men standing next to each other,"men standing, men, standing"
img_00384,D:\Personal\PHOTOS\College\Festivals\DEWALI 2025\IMG-20251022-WA0004.jpg,College,festivals,dewali 2025,a group of people posing for a picture,"people posing, posing picture, posing, group people, people"
img_00385,D:\Personal\PHOTOS\College\Festivals\DEWALI 2025\IMG-20251022-WA0005.jpg,College,festivals,dewali 2025,a man and a woman posing for a picture,"posing picture, posing, woman posing, man woman, picture"
img_00386,D:\Personal\PHOTOS\College\Festivals\DEWALI 2025\IMG-20251022-WA0006.jpg,College,festivals,dewali 2025,a crowd of people standing next to each other,"people standing, crowd people, crowd, people, standing"
img_00387,D:\Personal\PHOTOS\College\Festivals\DEWALI 2025\IMG-20251022-WA0007.jpg,College,festivals,dewali 2025,a crowd of people standing next to each other,"people standing, crowd people, crowd, people, standing"
img_00388,D:\Personal\PHOTOS\College\Festivals\DEWALI 2025\IMG20251020191541.jpg,College,festivals,dewali 2025,a man in a green shirt and a blue tie,"man green, green shirt, shirt blue, green, blue tie"
img_00389,D:\Personal\PHOTOS\College\Festivals\DEWALI 2025\IMG20251020215450.jpg,College,festivals,dewali 2025,a crowd of people standing around a christmas tree,"christmas tree, standing christmas, people standing, crowd people, crowd"
img_00390,D:\Personal\PHOTOS\College\Festivals\DEWALI 2025\IMG20251020215457.jpg,College,festivals,dewali 2025,a large group of people standing in front of a christmas tree,"standing christmas, christmas tree, people standing, large group, group people"
img_00391,D:\Personal\PHOTOS\College\Festivals\DEWALI 2025\IMG20251020215458.jpg,College,festivals,dewali 2025,a large group of people standing in front of a christmas tree,"standing christmas, christmas tree, people standing, large group, group people"
img_00392,D:\Personal\PHOTOS\College\Festivals\DEWALI 2025\IMG20251020215459.jpg,College,festivals,dewali 2025,a crowd of people standing in front of a building,"crowd people, people standing, crowd, standing building, people"
img_00393,D:\Personal\PHOTOS\College\Festivals\DEWALI 2025\IMG20251020215500.jpg,College,festivals,dewali 2025,a crowd of people standing around a christmas tree,"christmas tree, standing christmas, people standing, crowd people, crowd"
img_00394,D:\Personal\PHOTOS\College\Festivals\DEWALI 2025\IMG20251020215501.jpg,College,festivals,dewali 2025,people standing around a christmas tree,"standing christmas, christmas tree, people standing, tree, standing"
img_00395,D:\Personal\PHOTOS\College\Festivals\DEWALI 2025\IMG20251020215504.jpg,College,festivals,dewali 2025,people standing around a room,"standing room, people standing, standing, room, people"
img_00396,D:\Personal\PHOTOS\College\Festivals\DEWALI 2025\IMG20251020215505.jpg,College,festivals,dewali 2025,people standing around each other,"people standing, standing, people"
img_00397,D:\Personal\PHOTOS\College\Festivals\DEWALI 2025\IMG20251020215506.jpg,College,festivals,dewali 2025,people standing around a room,"standing room, people standing, standing, room, people"
img_00398,D:\Personal\PHOTOS\College\Festivals\DEWALI 2025\IMG20251020215511.jpg,College,festivals,dewali 2025,a large group of people standing in a room,"standing room, people standing, group people, large group, room"
img_00399,D:\Personal\PHOTOS\College\Festivals\DEWALI 2025\IMG20251020215512.jpg,College,festivals,dewali 2025,a crowd of people standing around a christmas tree,"christmas tree, standing christmas, people standing, crowd people, crowd"
img_00400,D:\Personal\PHOTOS\College\Festivals\DEWALI 2025\IMG20251020215514.jpg,College,festivals,dewali 2025,a large group of people standing around a christmas tree,"christmas tree, standing christmas, people standing, group people, large group"
img_00401,D:\Personal\PHOTOS\College\Festivals\DEWALI 2025\IMG20251020215515.jpg,College,festivals,dewali 2025,a large group of people standing around a christmas tree,"christmas tree, standing christmas, people standing, group people, large group"
img_00402,D:\Personal\PHOTOS\College\Festivals\DEWALI 2025\IMG20251020215523.jpg,College,festivals,dewali 2025,a large group of people standing in front of a christmas tree,"standing christmas, christmas tree, people standing, large group, group people"
img_00403,D:\Personal\PHOTOS\College\Festivals\DEWALI 2025\IMG20251020215525.jpg,College,festivals,dewali 2025,a large group of people standing around a christmas tree,"christmas tree, standing christmas, people standing, group people, large group"
img_00404,D:\Personal\PHOTOS\College\Festivals\DEWALI 2025\IMG20251020215526.jpg,College,festivals,dewali 2025,a crowd of people standing around a christmas tree,"christmas tree, standing christmas, people standing, crowd people, crowd"
img_00405,D:\Personal\PHOTOS\College\Festivals\DEWALI 2025\IMG20251020230018.jpg,College,festivals,dewali 2025,a man standing next to a small child,"man standing, standing small, small child, standing, child"
img_00406,D:\Personal\PHOTOS\College\Festivals\DEWALI 2025\IMG20251020230020.jpg,College,festivals,dewali 2025,a man dressed in a costume standing next to a fire hydrant,"costume standing, man dressed, dressed costume, standing hydrant, costume"
img_00407,D:\Personal\PHOTOS\College\Festivals\DEWALI 2025\IMG20251020230022.jpg,College,festivals,dewali 2025,a man standing in front of a fire hydrant,"man standing, standing hydrant, hydrant, standing, man"
img_00408,D:\Personal\PHOTOS\College\Festivals\DEWALI 2025\IMG20251020230033.jpg,College,festivals,dewali 2025,a man standing in the middle of a street,"man standing, middle street, standing middle, street, standing"
img_00409,D:\Personal\PHOTOS\College\Festivals\DEWALI 2025\IMG20251020230039.jpg,College,festivals,dewali 2025,a man in a suit standing next to a fire hydrant,"suit standing, standing hydrant, man suit, hydrant, standing"
img_00410,D:\Personal\PHOTOS\College\Festivals\DEWALI 2025\IMG20251020230040.jpg,College,festivals,dewali 2025,a man standing in front of a building holding a knife,"holding knife, man standing, standing building, building holding, knife"
img_00411,D:\Personal\PHOTOS\College\Festivals\DEWALI 2025\IMG20251020230041.jpg,College,festivals,dewali 2025,a man standing in front of a building holding an umbrella,"holding umbrella, man standing, umbrella, standing building, building holding"
img_00412,D:\Personal\PHOTOS\College\Festivals\DEWALI 2025\IMG20251020230044.jpg,College,festivals,dewali 2025,a man standing in front of a large building,"man standing, large building, standing large, standing, building"
img_00413,D:\Personal\PHOTOS\College\Festivals\DEWALI 2025\IMG20251020230044_01.jpg,College,festivals,dewali 2025,a man standing in front of a building,"man standing, standing building, standing, building, man"
img_00414,D:\Personal\PHOTOS\College\Festivals\DEWALI 2025\IMG20251020230045.jpg,College,festivals,dewali 2025,a man standing in front of a large building,"man standing, large building, standing large, standing, building"
img_00415,D:\Personal\PHOTOS\College\Festivals\DEWALI 2025\IMG20251020230045_01.jpg,College,festivals,dewali 2025,a man standing in front of a building,"man standing, standing building, standing, building, man"
img_00416,D:\Personal\PHOTOS\College\Festivals\DEWALI 2025\IMG20251020230046.jpg,College,festivals,dewali 2025,a man standing next to a fire hydrant,"man standing, standing hydrant, hydrant, standing, man"
img_00417,D:\Personal\PHOTOS\College\Festivals\DEWALI 2025\IMG20251020230050.jpg,College,festivals,dewali 2025,a man standing next to a fire hydrant,"man standing, standing hydrant, hydrant, standing, man"
img_00418,D:\Personal\PHOTOS\College\Festivals\DEWALI 2025\IMG20251020230051.jpg,College,festivals,dewali 2025,a man standing in front of a fire hydrant,"man standing, standing hydrant, hydrant, standing, man"
img_00419,D:\Personal\PHOTOS\College\Festivals\DEWALI 2025\IMG20251020230051_01.jpg,College,festivals,dewali 2025,a woman standing in front of a building,"woman standing, standing building, standing, woman, building"
img_00420,D:\Personal\PHOTOS\College\Festivals\DEWALI 2025\IMG20251020230052.jpg,College,festivals,dewali 2025,a man standing next to a woman on a sidewalk,"woman sidewalk, man standing, standing woman, sidewalk, standing"
img_00421,D:\Personal\PHOTOS\College\Festivals\DEWALI 2025\IMG20251020230053.jpg,College,festivals,dewali 2025,a man standing in front of a building,"man standing, standing building, standing, building, man"
img_00422,D:\Personal\PHOTOS\College\Festivals\DEWALI 2025\IMG20251020230054.jpg,College,festivals,dewali 2025,a man standing next to a statue of a woman,"standing statue, statue woman, statue, man standing, standing"
img_00423,D:\Personal\PHOTOS\College\Festivals\DEWALI 2025\IMG20251020230055.jpg,College,festivals,dewali 2025,a man standing in front of a brick building,"standing brick, brick building, man standing, brick, standing"
img_00424,D:\Personal\PHOTOS\College\Festivals\DEWALI 2025\IMG20251020230056.jpg,College,festivals,dewali 2025,a man in a suit standing next to a fire hydrant,"suit standing, standing hydrant, man suit, hydrant, standing"
img_00425,D:\Personal\PHOTOS\College\Festivals\DEWALI 2025\IMG20251020230057.jpg,College,festivals,dewali 2025,a man standing in front of a brick building,"standing brick, brick building, man standing, brick, standing"
img_00426,D:\Personal\PHOTOS\College\Festivals\DEWALI 2025\IMG20251020230058.jpg,College,festivals,dewali 2025,a man standing in front of a brick building,"standing brick, brick building, man standing, brick, standing"
img_00427,D:\Personal\PHOTOS\College\Festivals\DEWALI 2025\IMG20251020230100.jpg,College,festivals,dewali 2025,a man standing in front of a building,"man standing, standing building, standing, building, man"
img_00428,D:\Personal\PHOTOS\College\Festivals\DEWALI 2025\IMG20251020230100_01.jpg,College,festivals,dewali 2025,a man standing in front of a building,"man standing, standing building, standing, building, man"
img_00429,D:\Personal\PHOTOS\College\Festivals\DEWALI 2025\IMG20251020230102.jpg,College,festivals,dewali 2025,a woman standing in front of a building with an umbrella,"woman standing, building umbrella, standing building, umbrella, woman"
img_00430,D:\Personal\PHOTOS\College\Festivals\DEWALI 2025\IMG20251020230103.jpg,College,festivals,dewali 2025,a man standing in the middle of a street,"man standing, middle street, standing middle, street, standing"
img_00431,D:\Personal\PHOTOS\College\Festivals\DEWALI 2025\IMG20251020230104.jpg,College,festivals,dewali 2025,a man standing in the middle of a street,"man standing, middle street, standing middle, street, standing"
img_00432,D:\Personal\PHOTOS\College\Festivals\DEWALI 2025\IMG20251020230105.jpg,College,festivals,dewali 2025,a man standing in front of a stone wall,"standing stone, stone wall, man standing, stone, wall"
img_00433,D:\Personal\PHOTOS\College\Festivals\DEWALI 2025\IMG20251020230106.jpg,College,festivals,dewali 2025,a man standing in front of a building,"man standing, standing building, standing, building, man"
img_00434,D:\Personal\PHOTOS\College\Festivals\DEWALI 2025\IMG20251020230107.jpg,College,festivals,dewali 2025,a man standing in front of a brick building,"standing brick, brick building, man standing, brick, standing"
img_00435,D:\Personal\PHOTOS\College\Festivals\DEWALI 2025\IMG20251020230112.jpg,College,festivals,dewali 2025,a man standing in front of a large statue of a man,"statue man, large statue, man standing, statue, standing large"
img_00436,D:\Personal\PHOTOS\College\Festivals\DEWALI 2025\IMG20251020230114.jpg,College,festivals,dewali 2025,a man standing in front of a large white object,"man standing, white object, standing large, standing, large white"
img_00437,D:\Personal\PHOTOS\College\Festivals\DEWALI 2025\IMG20251020230115.jpg,College,festivals,dewali 2025,a man standing in front of a large building,"man standing, large building, standing large, standing, building"
img_00438,D:\Personal\PHOTOS\College\Festivals\DEWALI 2025\IMG20251020230116.jpg,College,festivals,dewali 2025,a man in a suit and tie standing in front of a light,"standing light, man suit, tie standing, suit tie, standing"
img_00439,D:\Personal\PHOTOS\College\Festivals\DEWALI 2025\IMG20251020230343.jpg,College,festivals,dewali 2025,people standing around a large christmas tree,"christmas tree, large christmas, people standing, tree, standing large"
img_00440,D:\Personal\PHOTOS\College\Festivals\DEWALI 2025\IMG20251020230346.jpg,College,festivals,dewali 2025,people standing around a large christmas tree,"christmas tree, large christmas, people standing, tree, standing large"
img_00441,D:\Personal\PHOTOS\College\Festivals\DEWALI 2025\IMG20251020230347.jpg,College,festivals,dewali 2025,a crowd of people standing around a christmas tree,"christmas tree, standing christmas, people standing, crowd people, crowd"
img_00442,D:\Personal\PHOTOS\College\Festivals\DEWALI 2025\IMG20251020230348.jpg,College,festivals,dewali 2025,a man standing next to a group of people,"man standing, standing group, group people, standing, people"
img_00443,D:\Personal\PHOTOS\College\Festivals\DEWALI 2025\IMG20251020230816.jpg,College,festivals,dewali 2025,a man standing on top of a brick wall,"standing brick, man standing, brick wall, brick, wall"
img_00444,D:\Personal\PHOTOS\College\Festivals\DEWALI 2025\IMG20251020230818.jpg,College,festivals,dewali 2025,a man standing in front of a brick wall,"standing brick, man standing, brick wall, brick, wall"
img_00445,D:\Personal\PHOTOS\College\Festivals\DEWALI 2025\IMG20251020233215.jpg,College,festivals,dewali 2025,a woman standing in front of a bush holding a cell phone,"standing bush, woman standing, cell phone, bush holding, holding cell"
img_00446,D:\Personal\PHOTOS\College\Festivals\DEWALI 2025\IMG20251020233217.jpg,College,festivals,dewali 2025,a woman standing next to a tree with a cell phone,"standing tree, woman standing, tree cell, cell phone, tree"
img_00447,D:\Personal\PHOTOS\College\Festivals\DEWALI 2025\IMG20251020233220.jpg,College,festivals,dewali 2025,a woman standing in front of a bush with flowers,"bush flowers, woman standing, standing bush, flowers, woman"
img_00448,D:\Personal\PHOTOS\College\Festivals\DEWALI 2025\IMG20251020233221.jpg,College,festivals,dewali 2025,a woman standing in front of a bush looking at the camera,"woman standing, standing bush, bush looking, looking camera, camera"
img_00449,D:\Personal\PHOTOS\College\Festivals\DEWALI 2025\IMG20251020233223.jpg,College,festivals,dewali 2025,a woman standing in front of a tree,"standing tree, woman standing, tree, standing, woman"
img_00450,D:\Personal\PHOTOS\College\Festivals\DEWALI 2025\IMG20251020233228.jpg,College,festivals,dewali 2025,a woman standing next to a tree with a cell phone,"standing tree, woman standing, tree cell, cell phone, tree"
img_00451,D:\Personal\PHOTOS\College\Festivals\DEWALI 2025\IMG20251020233228_01.jpg,College,festivals,dewali 2025,a woman holding a bouquet of flowers in her hand,"bouquet flowers, holding bouquet, bouquet, flowers hand, flowers"
img_00452,D:\Personal\PHOTOS\College\Festivals\DEWALI 2025\IMG20251020233230.jpg,College,festivals,dewali 2025,a woman standing in a field with a flower in her hand,"field flower, woman standing, standing field, flower hand, flower"
img_00453,D:\Personal\PHOTOS\College\Festivals\DEWALI 2025\IMG20251020233233.jpg,College,festivals,dewali 2025,a woman standing next to a tree with flowers,"standing tree, woman standing, tree flowers, flowers, tree"
img_00454,D:\Personal\PHOTOS\College\Festivals\DEWALI 2025\IMG20251020233235.jpg,College,festivals,dewali 2025,a woman holding a bouquet of flowers in front of a tree,"holding bouquet, bouquet flowers, bouquet, flowers tree, flowers"
img_00455,D:\Personal\PHOTOS\College\Festivals\DEWALI 2025\IMG20251020233239.jpg,College,festivals,dewali 2025,a woman standing in front of flowers in a garden,"standing flowers, flowers garden, woman standing, garden, flowers"
img_00456,D:\Personal\PHOTOS\College\Festivals\DEWALI 2025\IMG20251020233240.jpg,College,festivals,dewali 2025,a woman standing in front of a bunch of flowers,"woman standing, flowers, bunch flowers, woman, standing"
